ntdid,Legacy NTD ID,name,reporter,Form Module Type,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles/ Passenger Cars in Operation,vmt,vmt_rev,Actual Vehicles/ Passenger Deadhead Miles,Scheduled Actual Vehicles/ Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicles/ Passenger Car Revenue Hours,Actual Vehicles/ Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains in Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,pmt,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic, DRM Mixed Traffic ROW 
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Typical Weekday,5:00:00,0:30:00,,,,6095,4952,1143,,374,325,49,,,,,,,,,,621,,,5178,261,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Typical Saturday,5:00:00,0:30:00,,,,2558,2035,523,,164,141,23,,,,,,,,,,261,,,2173,52,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Typical Sunday,5:00:00,0:30:00,,,,1871,1400,471,,129,110,19,,,,,,,,,,191,,,1589,52,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Annual Total,,,39,48,,1821103,1471092,350011,,112755,97953,14802,,,,,,,,,,185473,183819,,1547040,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:30:00,9:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:30:00,15:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:30:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:47:00,1:42:00,,,,20655,17154,3501,20716,1770,1540,230,,,,,,,,,,58488,,,165643,254,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,4:53:00,1:42:00,,,,7914,7411,503,8082,697,663,34,,,,,,,,,,22410,,,65097,53,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,5:12:00,1:42:00,,,,6474,6134,340,6517,579,556,23,,,,,,,,,,18335,,,68197,58,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,MB,DO,Annual Total,,,217,257,,6041445,5105744,935701,6068199,520197,458611,61586,,,,,,,,,,17107040,,,49478952,,,,,,,976
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,7:00:00,8:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,8:30:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,17:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,5:35:00,23:59:00,,,,1745,1704,41,1705,104,101,3,,,,,,,,,,1319,,,10943,256,0,,0,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,7:49:00,20:20:00,,,,622,606,16,606,43,42,1,,,,,,,,,,564,,,2743,52,0,,0,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,11:00:00,20:06:00,,,,209,208,1,208,11,10,1,,,,,,,,,,174,,,4337,51,0,,0,,,
20116,2116,"Centro of Cayuga, Inc.",Full Reporter,Full Reporter,MB,DO,Annual Total,,,11,13,,537930,526356,11574,478600,31624,30887,737,0,0,,,,,,,,409648,,,4847436,,,,,,,491
20120,2120,Greater Glens Falls Transit System,Reduced Reporter,Reduced Reporter,DR,DO,Annual Total,,,1,,,,17370,,,,2008,,,,,,,,,,,2540,,0,,,,,,,,
20120,2120,Greater Glens Falls Transit System,Reduced Reporter,Reduced Reporter,MB,DO,Annual Total,,,5,,,,324396,,,,18652,,,,,,,,,,,374459,,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,5:00:00,9:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,9:15:00,14:39:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,14:39:00,20:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,4:00:00,23:00:00,,,,38189,33646,4543,33983,1031,940,91,,,,,,,,,,14271,,,0,254,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,5:00:00,15:00:00,,,,1771,1560,211,1576,76,63,13,,,,,,,,,,638,,,0,56,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,5:00:00,15:00:00,,,,1260,1110,150,1121,57,45,12,,,,,,,,,,455,,,0,55,,,,,,
20122,2122,"Academy Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Annual Total,,,225,260,,9868335,8694568,1173767,8781514,269263,244784,24479,32000,0,,,,,,,,3777761,,,0,,,,,,,177
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,3:05:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,15:00:00,23:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,3:05:00,0:00:00,,,,34916,32680,2236,32680,787,735,52,,,,,,,,,,15325,,,0,248,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,3:05:00,0:00:00,,,,11708,11490,218,11490,265,248,17,,,,,,,,,,4830,,,0,52,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,3:05:00,0:00:00,,,,11612,11440,172,11440,263,247,16,,,,,,,,,,4830,,,0,64,,,,,,
20126,2126,"Hudson Transit Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Annual Total,,,161,195,,10011182,9447524,563658,9491350,225788,210984,14804,0,0,,,,,,,,4360967,,,0,,,,,,,1712
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,5:15:00,12:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,12:00:00,17:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,17:15:00,20:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,4:50:00,0:00:00,,,,18464,14164,4300,18464,960,695,265,,,,,,,,,,8910,,,0,261,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,5:30:00,15:00:00,,,,8690,4312,4378,8690,204,130,74,,,,,,,,,,4316,,,0,52,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,6:30:00,14:00:00,,,,6425,2010,4415,6425,183,119,64,,,,,,,,,,3808,,,0,52,,,,,,
20128,2128,Suburban Transit Corporation,Full Reporter,Full Reporter,CB,DO,Annual Total,,,98,135,,5605084,4025537,1579547,5605084,270670,194335,76335,89619,0,,,,,,,,2747948,,,0,,,,,,,489
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,6:10:00,12:20:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,12:20:00,17:20:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,17:20:00,20:50:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,6:10:00,23:50:00,,,,3896,3591,305,3606,161,148,13,,,,,,,,,,2203,,,88340,261,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,18:30:00,23:50:00,,,,1032,1021,11,1030,57,48,9,,,,,,,,,,406,,,18676,52,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,6:20:00,23:50:00,,,,2236,2224,12,2237,127,122,5,,,,,,,,,,594,,,30886,52,,,,,,
20135,2135,Monsey New Square Trails Corporation,Full Reporter,Full Reporter,CB,DO,Annual Total,,,32,34,,1183908,1101868,82040,1105825,48984,47009,1975,,,,,,,,,,627744,,,25172534,,,,,,,96
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,6:00:00,10:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,10:00:00,16:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,16:30:00,18:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,6:00:00,1:00:00,,,,2215,2128,87,2164,63,58,5,,,,,,,,,,973,,,56370,255,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,21:00:00,2:30:00,,,,801,742,59,750,23,20,3,,,,,,,,,,434,,,26531,49,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,6:30:00,1:00:00,,,,2148,2045,103,2077,61,55,6,,,,,,,,,,1028,,,61175,51,,,,,,
20137,2137,Monroe Bus Corporation,Full Reporter,Full Reporter,CB,DO,Annual Total,,,12,20,,713681,683333,30348,694372,20398,18635,1763,,,,,,,,,,321748,,,18794336,,,,,,,139
20143,2143,Town of Newburgh,Reduced Reporter,Reduced Reporter,DR,DO,Annual Total,,,2,,,,33321,,,,2339,,,,,,,,,,,5352,,0,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,6:00:00,23:00:00,,,,1900,1730,170,,115,106,9,,,,,,,,,,214,,,1693,257,0,,0,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,7:00:00,23:00:00,,,,297,271,26,,21,20,1,,,,,,,,,,51,,,255,51,0,,0,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,8:00:00,23:00:00,,,,211,191,20,,14,12,2,,,,,,,,,,32,,,224,52,0,,0,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,DR,PT,Annual Total,,,24,31,,514506,468362,46144,,31242,28944,2298,0,0,,,,,,,,59227,30002,0,433527,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,5:45:00,10:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,10:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,19:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:27:00,2:39:00,,,,5586,5431,155,5437,419,409,10,,,,,,,,,,14496,,,33610,257,0,,0,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,6:25:00,2:39:00,,,,2677,2614,63,2616,209,206,3,,,,,,,,,,7520,,,20530,51,0,,0,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,6:50:00,2:39:00,,,,1597,1573,24,1617,124,123,1,,,,,,,,,,3912,,,11059,52,0,,0,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,MB,DO,Annual Total,,,40,48,,1646947,1605709,41238,1605281,124070,121193,2877,0,0,,,,,,,,4185394,,,10609234,,,,,,,355
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Typical Weekday,6:00:00,19:00:00,,,,118,118,0,,2,2,0,,,,,,,,,,12,,,355,250,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20145,2145,Tompkins Consolidated Area Transit,Full Reporter,Full Reporter,VP,PT,Annual Total,,,2,2,,29556,29556,0,,616,616,0,,,,,,,,,,3000,,,88813,,,,,,,
20148,2148,Newburgh Beacon Bus Corporation,Reduced Reporter,Reduced Reporter,MB,DO,Annual Total,,,7,,,,297508,,,,21471,,,,,,,,,,,138912,,,,,,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,4:02:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,9:00:00,16:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,16:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,4:02:00,2:07:00,,,,13813,10916,2897,11015,571,430,141,,,,,,,,,,8662,,,197147,252,0,,1,Snow,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,5:09:00,2:07:00,,,,4329,4154,175,4158,199,173,26,,,,,,,,,,2616,,,54544,55,0,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,6:00:00,2:07:00,,,,4105,3851,254,3855,184,160,24,,,,,,,,,,2163,,,43520,57,0,,,,,
20149,2149,"Rockland Coaches, Inc.",Full Reporter,Full Reporter,CB,DO,Annual Total,,,78,94,,3952956,3212400,740556,3224205,165325,126460,38865,124,,,,,,,,,2446230,,,55161604,,,,,,,416
20160,2160,"Community Transit, Inc. ",Reduced Reporter,Reduced Reporter,CB,DO,Annual Total,,,23,,,,822075,,,,26094,,,,,,,,,,,534692,,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,5:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,9:00:00,16:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,16:00:00,20:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,5:00:00,20:00:00,,,,7120,6155,965,6015,366,334,32,,,,,,,,,,6383,,,0,255,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,5:55:00,20:00:00,,,,2325,2123,202,2085,138,122,16,,,,,,,,,,2172,,,0,52,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,7:00:00,20:00:00,,,,2105,1900,205,1870,124,109,15,,,,,,,,,,1612,,,0,58,,,,,,
20161,2161,DeCamp Bus Lines,Full Reporter,Full Reporter,CB,DO,Annual Total,,,57,78,,2058590,1790142,268448,1750705,107698,97931,9767,28352,,,,,,,,,1834101,,,0,,,,,,,138
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,5:00:00,9:50:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,9:50:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,15:00:00,2:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,5:00:00,2:15:00,,,,11632,7780,3852,7285,503,393,110,,,,,,,,,,5653,,,0,257,,,1,System shutdown due to snowstorm and was declared as a State of Emergency by the Governor of NJ,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,6:00:00,2:15:00,,,,3603,2800,803,3506,257,155,102,,,,,,,,,,1916,,,0,49,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,6:00:00,2:15:00,,,,2905,1986,919,2616,266,166,100,,,,,,,,,,1112,,,0,58,,,,,,
20163,2163,"Lakeland Bus Lines, Inc.",Full Reporter,Full Reporter,CB,DO,Annual Total,,,59,74,,3273153,2211697,1061456,2237067,156061,118012,38049,16622,0,,,,,,,,1584461,,,0,,,,,,,353
20165,2165,"Olympia Trails Bus Company, Inc.",Reduced Reporter,Reduced Reporter,CB,DO,Annual Total,,,12,,,,822356,,,,61530,,,,,,,,,,,506913,,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:30:00,8:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,8:30:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,21:53:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,4:20:00,1:53:00,,,,6525,5148,1377,5289,649,559,90,,,,,,,,,,28827,,,0,261,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,5:00:00,1:51:00,,,,4593,3880,713,4225,463,418,45,,,,,,,,,,19922,,,0,52,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,5:00:00,1:50:00,,,,3298,2873,425,3359,304,276,28,,,,,,,,,,12061,,,0,52,,,,,,
20166,2166,"Orange-Newark-Elizabeth, Inc.",Full Reporter,Full Reporter,MB,DO,Annual Total,,,52,56,,2113357,1694877,418480,1774939,209183,182089,27094,,,,,,,,,,9186933,,,0,,,,,,,70
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Weekday - AM Peak,4:50:00,8:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Weekday - Midday,8:30:00,15:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Weekday - PM Peak,15:15:00,23:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Typical Weekday,4:10:00,1:30:00,,,,11678,11100,578,11100,294,277,17,,,,,,,,,,3906,,,0,255,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Typical Saturday,5:15:00,1:30:00,,,,5335,5263,72,5263,128,125,3,,,,,,,,,,1737,,,0,57,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Average Typical Sunday,6:00:00,2:00:00,,,,5100,5003,97,5003,124,120,4,,,,,,,,,,1554,,,0,53,,,,,,
20169,2169,"Trans-Bridge Lines, Inc. ",Full Reporter,Full Reporter,CB,DO,Annual Total,,,51,58,,4034074,3877439,156635,3877439,89005,84120,4885,0,0,,,,,,,,1177401,,,0,,,,,,,235
20172,2172,"Centro of Oswego, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,7:00:00,8:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20172,2172,"Centro of Oswego, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,8:15:00,15:15:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20172,2172,"Centro of Oswego, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:15:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20172,2172,"Centro of Oswego, Inc.",Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20172,2172,"Centro of Oswego, Inc.",Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,5:15:00,0:15:00,,,,1838,1761,77,1761,109,103,6,,,,,,,,,,2186,,,15744,256,0,,0,,,
