ntdid,Legacy NTD ID,name,reporter,Form Module Type,mode,servicetype,time,Time Service Begins,Time Service Ends,veh_oper,veh_avai,Vehicles/ Passenger Cars in Operation,vmt,vmt_rev,Actual Vehicles/ Passenger Deadhead Miles,Scheduled Actual Vehicles/ Passenger Car Revenue Miles,Actual Vehicles/ Passenger Car Hours,Actual Vehicles/ Passenger Car Revenue Hours,Actual Vehicles/ Passenger Car Deadhead Hours,Charter Service Hours,School Bus Hours,Trains in Operation,Train Miles,Train Revenue Miles,Train Deadhead Miles,Train Hours,Train Revenue Hours,Train Deadhead Hours,Unlinked Passenger Trips (UPT),ADA UPT,Sponsored Service UPT,pmt,Days of Service Operated,Days Not Operated Due to Strikes,Strike Comment,Days Not Operated Due to Emergencies,Emergency Comment,Non-Statutory Mixed Traffic, DRM Mixed Traffic ROW 
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,6:00:00,23:30:00,,,,21776,18165,3611,,1258,1066,192,,,,,,,,,,1608,,,10137,52,,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,DR,PT,Annual Total,,,432,432,,16677181,13833948,2843233,,968925,813855,155070,0,0,,,,,,,,1400014,1400014,0,8714326,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Weekday - AM Peak,6:30:00,9:00:00,,,14,,,,,,,,,,14,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Weekday - Midday,9:00:00,15:30:00,,,8,,,,,,,,,,8,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Weekday - PM Peak,15:30:00,18:00:00,,,14,,,,,,,,,,14,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Weekday - Other,,,,,5,,,,,,,,,,5,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Typical Weekday,4:10:00,1:35:00,,,14,1811,1775,36,1776,190,169,21,,,14,1811,1775,36,190,169,21,19289,,,41507,252,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Typical Saturday,4:55:00,1:45:00,,,4,753,738,15,739,99,89,10,,,4,753,738,15,99,89,10,6841,,,17260,59,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Average Typical Sunday,4:50:00,1:39:00,,,3,605,592,13,593,75,67,8,,,3,605,592,13,75,67,8,4363,,,13855,54,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,DO,Annual Total,,,14,21,,533505,522772,10733,523175,57819,51500,6319,,,,533505,522772,10733,57819,51500,6319,5500164,,,12225179,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Weekday - AM Peak,6:00:00,9:30:00,,,42,,,,,,,,,,23,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Weekday - Midday,9:30:00,16:00:00,,,10,,,,,,,,,,10,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Weekday - PM Peak,16:00:00,19:00:00,,,42,,,,,,,,,,23,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Weekday - Other,,,,,10,,,,,,,,,,10,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Typical Weekday,4:30:00,2:45:00,,,42,6515,6515,0,6890,403,403,0,,,23,3730,3730,0,234,234,0,47010,,,156157,252,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Typical Saturday,5:00:00,2:45:00,,,10,1996,1996,0,2250,139,139,0,,,10,1996,1996,0,139,139,0,22699,,,90347,55,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Average Typical Sunday,5:00:00,2:45:00,,,10,1987,1987,0,2250,139,139,0,,,10,1987,1987,0,139,139,0,18804,,,70861,58,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,LR,PT,Annual Total,,,42,52,,1866693,1866693,0,1990568,117368,117368,0,,,,1165017,1165017,0,74782,74782,0,14201074,,,48508403,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Weekday - PM Peak,15:00:00,18:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Typical Weekday,0:00:00,0:00:00,,,,301120,231901,69219,231919,19958,16577,3381,,,,,,,,,,497921,,,3275737,255,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Typical Saturday,0:00:00,0:00:00,,,,177576,136756,40820,136766,11571,9611,1960,,,,,,,,,,260650,,,1931761,53,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Average Typical Sunday,0:00:00,0:00:00,,,,135618,104443,31175,104452,8194,6806,1388,,,,,,,,,,175180,,,1475321,57,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,DO,Annual Total,,,1870,2220,,93927426,72336027,21591399,72341734,6169657,5124517,1045140,0,0,,,,,,,,150769395,,,1021789560,,,,,,,5597
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,5:30:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,15:00:00,0:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,5:30:00,0:00:00,,,,28295,24588,3707,24772,2544,2150,394,,,,,,,,,,39253,,,166917,254,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,5:30:00,0:00:00,,,,16366,14349,2017,14452,1548,1268,280,,,,,,,,,,22561,,,97403,52,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,5:30:00,0:00:00,,,,7806,6734,1072,6795,817,641,176,,,,,,,,,,13104,,,54889,50,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,MB,PT,Annual Total,,,181,216,,8324702,7239350,1085352,7298310,760938,623543,137395,0,0,,,,,,,,11685272,,,49552100,,,,,,,2533
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Typical Weekday,5:00:00,19:00:00,,,,18102,18102,0,,414,414,0,,,,,,,,,,3043,,,119228,251,0,,0,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,VP,PT,Annual Total,,,198,204,,4543569,4543569,0,,104038,104038,0,0,0,,,,,,,,763734,,,29926161,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Weekday - AM Peak,5:45:00,9:00:00,,,16,,,,,,,,,,12,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Weekday - Midday,9:00:00,16:00:00,,,6,,,,,,,,,,6,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Weekday - PM Peak,16:00:00,19:52:00,,,15,,,,,,,,,,12,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Weekday - Other,,,,,6,,,,,,,,,,6,,,,,,,0,,,,,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Typical Weekday,5:45:00,23:00:00,,,16,4157,4063,94,4064,171,159,12,,,12,3014,3014,0,119,119,0,8954,,,131816,253,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Typical Saturday,5:45:00,1:00:00,,,6,2539,2489,50,2490,117,111,6,,,6,2459,2459,0,110,110,0,5493,,,125638,52,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Average Typical Sunday,5:45:00,1:00:00,,,6,2254,2204,50,2205,98,91,7,,,6,2081,2081,0,87,87,0,4658,,,79295,60,,,,,,
20080,2080,New Jersey Transit Corporation,Full Reporter,Full Reporter,YR,PT,Annual Total,,,16,20,,1329165,1299746,29419,1299747,55624,51924,3700,,,,1021412,1021412,0,41237,41237,0,2830339,,,44640408,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Weekday - AM Peak,6:00:00,9:30:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Weekday - PM Peak,15:30:00,20:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Typical Weekday,0:00:00,0:00:00,,,,562,560,2,562,54,53,1,,,,,,,,,,66219,,,344341,261,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Typical Saturday,0:00:00,0:00:00,,,,333,330,3,333,44,44,0,,,,,,,,,,46821,,,243469,52,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Average Typical Sunday,0:00:00,0:00:00,,,,333,333,0,333,41,41,0,,,,,,,,,,39913,,,207548,52,0,,0,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,FB,DO,Annual Total,,,4,5,,183382,182025,1357,182127,18649,18574,75,0,,,,,,,,,21911536,,,113939987,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,5:00:00,10:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,16:00:00,21:45:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,5:00:00,21:45:00,,,,5126,2435,2691,2480,139,91,48,,,,,,,,,,2440,,,16347,251,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,,,,,,0,,0,0,0,0,0,,,,,,,,,,0,,,,0,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,,,,,,0,,0,0,0,0,0,,,,,,,,,,0,,,,0,,,,,,
20082,2082,New York City Department of Transportation,Full Reporter,Full Reporter,MB,PT,Annual Total,,,25,33,,1286527,611240,675287,622480,34981,22763,12218,0,0,,,,,,,,612317,,,4571926,,,,,,,33
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Typical Weekday,6:30:00,19:00:00,,,,2125,1874,251,,113,99,14,,,,,,,,,,247,,,2199,253,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Typical Saturday,8:00:00,17:00:00,,,,152,141,11,,9,8,1,,,,,,,,,,18,,,169,50,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Average Typical Sunday,9:00:00,14:00:00,,,,24,10,14,,3,2,1,,,,,,,,,,2,,,11,20,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,DR,DO,Annual Total,,,19,26,,546086,481434,64652,,29042,25432,3610,0,0,,,,,,,,63675,0,0,564994,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,5:00:00,9:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,9:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,15:00:00,19:35:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,4:40:00,2:56:00,,,,9302,7926,1376,7962,478,431,47,,,,,,,,,,8723,,,67358,255,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,5:20:00,2:15:00,,,,5067,4968,99,4968,303,280,23,,,,,,,,,,4225,,,37290,54,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,6:25:00,2:15:00,,,,3429,2982,447,2992,189,171,18,,,,,,,,,,3484,,,20596,56,0,,0,,,
20084,2084,Transport of Rockland,Full Reporter,Full Reporter,MB,PT,Annual Total,,,52,62,,2870157,2456271,413886,2466248,148856,134666,14190,0,0,,,,,,,,2701601,,,20240491,,,,,,,138
20085,2085,Clarkstown Mini-Trans,Reduced Reporter,Reduced Reporter,MB,DO,Annual Total,,,11,,,,324653,,,,18943,,,,,,,,,,,120653,,,,,,,,,,
20089,2089,Village of Spring Valley Bus,Reduced Reporter,Reduced Reporter,MB,DO,Annual Total,,,1,,,,23562,,,,2904,,,,,,,,,,,5875,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Weekday,4:50:00,21:00:00,,,,742,628,114,,43,39,4,,,,,,,,,,63,,,595,253,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Saturday,8:00:00,17:45:00,,,,190,158,32,,11,10,1,,,,,,,,,,16,,,151,51,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,DR,PT,Annual Total,,,8,8,,196512,166190,30322,,11317,10306,1011,,,,,,,,,,16805,16805,,158269,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Weekday - AM Peak,9:00:00,12:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Weekday - PM Peak,12:00:00,17:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Typical Weekday,4:50:00,21:00:00,,,,1601,1575,26,1591,68,67,1,,,,,,,,,,413,,,0,253,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Typical Saturday,8:00:00,18:00:00,,,,897,839,58,847,42,41,1,,,,,,,,,,237,,,0,51,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Average Typical Sunday,11:00:00,17:45:00,,,,157,109,48,110,9,8,1,,,,,,,,,,38,,,0,27,,,,,,
20096,2096,Putnam County Transit,Full Reporter,Full Reporter,MB,PT,Annual Total,,,6,14,,455123,444183,10940,448625,19636,19249,387,,,,,,,,,,117576,,,0,,,,,,,127
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Weekday - AM Peak,6:00:00,10:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Weekday - Midday,10:00:00,15:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Weekday - PM Peak,15:00:00,19:00:00,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Typical Weekday,6:00:00,22:00:00,,,,494,494,0,494,56,56,0,,,,,,,,,,4451,,,12138,255,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Typical Saturday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Average Typical Sunday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,FB,PT,Annual Total,,,5,5,,125409,125409,0,125409,14280,14280,0,,,,,,,,,,1130431,,,3083084,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Weekday - AM Peak,6:00:00,9:00:00,,,288,,,,,,,,,,39,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Weekday - Midday,9:00:00,16:00:00,,,131,,,,,,,,,,18,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Weekday - PM Peak,16:00:00,18:30:00,,,274,,,,,,,,,,37,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Weekday - Other,,,,,160,,,,,,,,,,22,,,,,,,0,,,,,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Typical Weekday,0:00:00,0:00:00,,,288,45571,42832,2739,45850,2944,2278,666,,,39,6099,5739,360,400,310,90,284537,,,1202213,254,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Typical Saturday,0:00:00,0:00:00,,,73,19361,18681,680,19405,1316,1028,288,,,10,2599,2510,89,180,140,40,136641,,,570493,59,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Average Typical Sunday,0:00:00,0:00:00,,,66,16715,16115,600,16735,1123,877,246,,,9,2236,2159,77,153,119,34,113242,,,476692,52,,,,,,
20098,2098,Port Authority Trans-Hudson Corporation,Full Reporter,Full Reporter,HR,DO,Annual Total,,,299,350,,13586650,12988435,598215,13661037,883872,694582,189290,,,,1818649,1718010,100639,120099,93151,26948,85521775,,,360882139,,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Weekday - AM Peak,5:30:00,9:00:00,,,44,,,,,,,,,,11,,,,,,,0,,,,,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Weekday - Midday,9:00:00,16:30:00,,,24,,,,,,,,,,6,,,,,,,0,,,,,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Weekday - PM Peak,16:30:00,20:30:00,,,44,,,,,,,,,,11,,,,,,,0,,,,,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Weekday - Other,,,,,16,,,,,,,,,,4,,,,,,,0,,,,,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Typical Weekday,0:00:00,23:59:00,,,44,8683,7831,852,7833,527,490,37,,,11,2171,1958,213,131,122,9,30569,,,191600,253,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Typical Saturday,0:00:00,23:59:00,,,16,5392,5301,91,5365,373,370,3,,,4,1348,1325,23,94,93,1,8367,,,52444,57,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Average Typical Sunday,0:00:00,23:59:00,,,16,5420,5316,104,5373,374,371,3,,,4,1355,1329,26,94,93,1,6291,,,39431,55,,,,,,
20099,2099,"Staten Island Rapid Transit Operating Authority, dba: MTA Staten Island Railway",Full Reporter,Full Reporter,HR,DO,Annual Total,,,44,63,,2802105,2575713,226392,2583068,175164,165378,9786,,,,700526,643928,56598,43797,41341,2456,8557009,,,53632893,,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Weekday - AM Peak,6:00:00,10:01:00,,,976,,,,,,,,,,112,,,,,,,0,,,,,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Weekday - Midday,10:01:00,16:00:00,,,650,,,,,,,,,,68,,,,,,,0,,,,,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Weekday - PM Peak,16:00:00,20:00:00,,,970,,,,,,,,,,109,,,,,,,0,,,,,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Weekday - Other,,,,,708,,,,,,,,,,81,,,,,,,0,,,,,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Typical Weekday,0:00:00,23:59:00,,,980,237849,202731,35118,204305,7727,6590,1137,,,115,27036,23027,4009,881,762,119,334650,,,7954070,254,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Typical Saturday,0:00:00,23:59:00,,,667,142114,138644,3470,139720,4475,4413,62,,,79,16610,16150,460,535,530,5,141336,,,3852315,52,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Average Typical Sunday,0:00:00,23:59:00,,,654,141709,139535,2174,140618,4538,4451,87,,,80,16645,16100,545,542,534,8,107600,,,3273901,59,,,,,,
20100,2100,MTA Long Island Rail Road,Full Reporter,Full Reporter,CR,DO,Annual Total,,,1019,1185,,76164503,67522769,8641734,67526132,2436295,2129688,306607,,,,8784450,7695281,1089169,289688,256219,33469,98699512,,,2220654580,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Weekday - AM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Weekday - Midday,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Weekday - PM Peak,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
20113,2113,"Regional Transit Service, Inc. and Lift Line, Inc.",Full Reporter,Full Reporter,DR,DO,Average Weekday - Other,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,
